Title,Price,Type,Description
Toyota Camry 2012 Blue,"_ 13,000,000",Foreign Used,"Clean exterior and interior, reverse cam, 4 cylinder, cold ac, buy and drive"
Kia Rio 2013 Black,"_ 3,380,000",Local Used,"Sharp Kia Rio 2013 Manual... 
Engine and gear works perfectly. 
Ac cooling. 
All car papers..."
Toyota Corolla 2013 Gray,"_ 14,000,000",Foreign Used,"*TOKUNBO(FOREIGN USED) Toyota Corolla Sport's 2013*
Model: 2013,
interior: Crystal clean,
engine:..."
Toyota Camry 2011 Silver,"_ 11,000,000",Foreign Used,"Foreign used Toyota camry 2011 model, working perfectly and in good condition. Full option and a..."
Lexus RX 350 2018 Gray,"_ 45,000,000",Foreign Used,Accident free fulluptoin leathers seats reverse camera thumb start engine chilling ac with good gear...
Lexus ES 350 2008 White,"_ 11,500,000",Foreign Used,Lexus 350 2008 model still available
Toyota Highlander 2006 Gold,"_ 9,550,000",Foreign Used,"Direct Toks Highlander 4plugs. 
3 Row 7 seaters.
Engine and gear works perfectly. 
Ac ice chilling..."
Ford Transit 2009 White,"_ 7,500,000",Foreign Used,Foreign used 2009 Ford Transit
Toyota Land Cruiser Prado 2017 Black,"_ 40,500,000",Local Used,Very clean used 2017 Prado V6. Just like foreign used.
Lexus RX 350 FWD 2015 Gold,"_ 30,900,000",Foreign Used,"Fresh arrival extremely clean accident free 2015 Lexus Rx350 Fsport with full features; blindspot,..."
Toyota Camry 2013 Red,"_ 14,500,000",Foreign Used,"Non accidental , clean , keyless thumbstart, duty paid, buy and drive."
Mini Cooper S 2005 Gray,"_ 6,500,000",Foreign Used,"Mini cooper sport edition,
2005 model, 
mini coupe, one door,
dry tokumbo we'll cleared by..."
Mercedes-Benz GLE-Class 2016 Black,"_ 42,000,000",Foreign Used,Accident free buy and travel. Absolutely nothing to fix
Toyota Sequoia 2004 Black,"_ 7,850,000",Foreign Used,Toyota sequoia 2004 model leather seats interior design limited edition auxiliary suspension manual...
Toyota Tundra 2020 Black,"_ 19,800,000",Local Used,Meet clean and sharp Nigeria used Toyota tundra 2010 upgrade to 2020 with perfect automatic smooth...
Lexus GX 470 2004 Gray,"_ 7,800,000",Local Used,Registered Lexus GX470 2004. First body with absolutely nothing too fix. Just buy & drive....
Toyota Camry 2008 Gold,"_ 5,500,000",Local Used,"Distress 
super neatly used toyota camry xle keyless 
price 5.5m 
location kaduna call or..."
Toyota Corolla 2015 Black,"_ 16,000,000",Foreign Used,"Foreign used Toyota Corolla sport edition 2015 model. Accident free, custom duty fully paid, reverse..."
Honda Accord 2007 Blue,"_ 3,850,000",Local Used,"Very clean car, registered but well maintained and claasy car Comes with a beautiful Android screen..."
BMW X6 2018 Black,"_ 55,000,000",Foreign Used,"2018 bmw x6, slightly used 
55m"
Mercedes-Benz GLE-Class GLE 400 4MATIC 2016 Gray,"_ 73,000,000",Foreign Used,"2016 GLE450 4matic on tan interior 
101% accident free
No fault
No naija paint"
Volkswagen Golf 1.8 T GTI 2002 Blue,"_ 1,800,000",Local Used,"The golf 4 is in great condition, ac needs to be fixed"
Toyota Corolla 2017 Green,"_ 15,500,000",Foreign Used,"2017 model tokunbo Corolla
unpainted"
Lexus GX 460 Premium 2012 Black,"_ 32,000,000",Foreign Used,"Lexus GX 460 Premium 2012,
360 degree camera,
Keyless,
Full option,
Four buttons,
No dent,
Accident..."
Toyota Camry 2008 Silver,"_ 5,200,000",Local Used,"Well maintain Toyota spider for sale, everything is working well"
Volkswagen Jetta 2008 Blue,"_ 3,500,000",Local Used,Very clewn car. Just 2 year used after first registration. Use for office purposes on lekki axis...
Toyota Corolla 2012 Black,"_ 12,500,000",Local Used,Toks standard. Bought brand new. Fairly used. Few months registered. Absolutely nothing to fix . Buy...
Toyota Camry 2014 Gray,"_ 16,000,000",Foreign Used,"Manufacturer:Toyota 
Model:Spider Camry V6 XLE with thumbstart 
Year:2014
Status:Foreign Used..."
Lexus RX 350 AWD 2013 Black,"_ 29,500,000",Foreign Used,"Lexus RX 350 Black 2013,
Keyless,
Accident free,
Clean Interior,
No dent,
Nothing to do,
Custom Duty..."
Mercedes-Benz GLS-Class GLS580 4MATIC 2020 White,"_ 380,000,000",Foreign Used,"New arrived Benz GLS580 2020 model super white color exterior and cream color interior.
Contact..."
Toyota Camry 2010 Gray,"_ 10,400,000",Foreign Used,Newly arrived foreign use Toyota Camry 2010
Mercedes-Benz M Class ML 350 4Matic 2012 Brown,"_ 25,500,000",Foreign Used,"Tincan clearing,duty paid, navigation system, reverse camera, Bluetooth,power booth, leather..."
Lexus IS 250 2008 Red,"_ 12,000,000",Foreign Used,"Lexus IS250 2008 model.
Accident free, custom duty fully paid, navigation screen/reverse camera,..."
Toyota Land Cruiser 4.0 V6 GX-R 2013 Gray,"_ 65,000,000",Foreign Used,Foreign used Toyota Land Cruiser 2013. Duty fully paid with papers intact & complete....
Mercedes-Benz GLC-Class 2016 Black,"_ 30,000,000",Foreign Used,"Good Engine Sound,Everything Working Perfectly,Nothing To Fix,Alloy Wheel,No Electrical Issues,Low..."
Mercedes-Benz E350 2010 Black,"_ 14,000,000",Foreign Used,"Benz e-350, 2010 model. 
location; gwarimpa 
available for inspection amount; 14 million 
buy &..."
Toyota Tacoma 4x4 Access Cab 2008 Red,"_ 11,200,000",Foreign Used,Foreign used 2008 Toyota Tacoma One and half cabin available for sale.
Toyota Sienna 2011 Silver,"_ 12,200,000",Local Used,"2011 Toyota sienna few months used in abuja, original duty, no fault, serious buyer only please.
#og"
Lexus GX 470 Sport Utility 2005 Gray,"_ 14,500,000",Foreign Used,"Lexus GX470, 05 model with cd/mp3/dvd, no dent, red color, navigation, neat interior, accident free,..."
Toyota Corolla LE 2005 Red,"_ 7,500,000",Foreign Used,Factory ac with factory part body
Lexus RX 350 2014 Burgundy,"_ 33,000,000",Foreign Used,Extremely Clean like Brand New Direct Tokunbo 2014 LEXUS RX350 with the most recent 2024 custom...
Lexus ES 350 2009 Silver,"_ 7,200,000",Local Used,"Extremely sharp 2009 Lexus ES350 Nigerian used 
Very sound v6 engine 
Transmission system in perfect..."
New Land Rover Range Rover Vogue 2024 Silver,"_ 340,000,000",Brand New,2024 Brand new Range Rover Vouge P530
Mercedes-Benz GLB-Class 2020 Black,"_ 68,000,000",Foreign Used,Clean foreign used Mercedes Benz GLB 2020// model keyless double panaramic ruff super clean with...
Toyota Highlander XLE 2021 White,"_ 65,000,000",Foreign Used,"Super Clean Toyota xle Highlander, White Colour, Full Options,Reverse Camera,Leather Seat, Fm radio..."
Mercedes-Benz GLK-Class 350 4MATIC 2013 Red,"_ 22,700,000",Foreign Used,"2013 Mercedes-Benz GLK350 2013 accident free full option keyless panoramic roof duty fully paid, the..."
Mazda CX-9 2015 Gray,"_ 14,500,000",Foreign Used,"Tokunbo 2015 Mazda CX-9. Comes with Blindspot monitor. Engine, Gear and Aircondition working..."
Mercedes-Benz GLC-Class 2018 Blue,"_ 39,000,000",Foreign Used,Foreign used Mercedes Benz GLC300 2018 model black color full option with factory navigation system...
BMW 328i 2014 Black,"_ 18,500,000",Foreign Used,BMW 328i 2014 Direct with original custom Duty come and see the car thank you
Honda Accord 2.0 Comfort Automatic 2005 Black,"_ 2,490,000",Local Used,"Clean as seen buy n drive, its a clean blk honda accord for sale, good engine, sharp gear and..."
Kia Rio 2013 Gray,"_ 1,150,000",Local Used,"First body kia Rio good gear box,but engine smokes slightly,but drives very well"
Toyota Corolla 2018 White,"_ 15,700,000",Foreign Used,"Foreign used 2018 Corolla white, vehicle on point"
Toyota Corolla LE 2004 Silver,"_ 7,850,000",Foreign Used,"Foreign used Toyota Corolla 2004model.Cleantitles, factory fitted ac,buy and drive Notting to fixed"
Toyota Matrix 2009 Silver,"_ 10,000,000",Foreign Used,First body ¥ accident free ¥ sound 4 plug 1.8L engine ¥ fuel saver ¥ very smooth gear selection ¥ Ac...
Toyota Sienna 2008 Gray,"_ 4,390,000",Local Used,"Neatly used, engine & gear top nutch, cracked front windscreen,Ac needs attention"
Toyota 4-Runner SR5 4x2 Premium 2018 Black,"_ 70,000,000",Foreign Used,Very sweet and clean  car
Toyota Sienna LE 7 Passenger 2011 Gray,"_ 13,000,000",Foreign Used,"Despite the popularity of crossover SUVs, the minivan remains the king of family vehicles. Let's..."
Lexus RX 350 FWD 2016 White,"_ 41,500,000",Foreign Used,"Superb 2016 Rx350 with an outstanding performance, 2024 arrival with a genuine custom document,..."
Toyota Avalon 2008 White,"_ 8,900,000",Foreign Used,"Buy and drive, untempered engine, gear selecting perfectly, AC chilling, new entry, clean body and..."
Toyota Land Cruiser 5.7 V8 VXR 2017 Black,"_ 82,000,000",Local Used,Extremely super clean just few months used chilling ac first dashboard neat leather interior
Lexus ES 350 2008 Black,"_ 7,300,000",Local Used,"Car is clean and ready to use.
Evry aspect of the car is in good condition."
Toyota Corolla 2014 Silver,"_ 13,699,000",Foreign Used,"This is a good car with a low mileage, low fuel consumption, chilling Ac, smooth gear transmission..."
Mercedes-Benz GLK-Class 350 4MATIC 2014 Black,"_ 18,750,000",Local Used,"2014 Glk registered first body full option, engine and gear 100%, Ac freezing, nothing to fix."
Mercedes-Benz GLC-Class 2017 Gold,"_ 38,500,000",Foreign Used,"Super sharp Glc
 Buy and drive"
Lexus GX 460 2021 Black,"_ 23,500,000",Local Used,Lexus GX460 Nigerian used year 013 on belt upgraded to 2021 engine gear Ac good body first user...
Toyota Corolla 2015 Beige,"_ 16,464,000",Foreign Used,Direct toks Toyota Corolla 2015 s available for sale ...
Toyota Corolla 2013 Silver,"_ 15,400,000",Foreign Used,"Toyota Corolla le 2013 model,
Accident free,
Reverse camera,
Super clean interior,
No Dent,
Factory..."
Toyota Venza AWD 2010 Gray,"_ 17,900,000",Foreign Used,Foreign Toyota Venza 2010 full option with panoramic roof keyless thumbstart. with factory...
Hyundai Santa Fe 3.3 Limited 2008 Gold,"_ 8,200,000",Foreign Used,"Super clean and sharp
Accident free
First body 
Perfect engine and gear 
Chilling air conditioner..."
Toyota RAV4 LE AWD (2.5L 4cyl 6A) 2016 Orange,"_ 19,500,000",Foreign Used,"Extremely clean direct toks 2016model Toyota RAV4 with original verified duty. Very clean interior,..."
Lexus ES 350 2010 Gold,"_ 14,500,000",Foreign Used,"Newly arrival of Lexus ES 350, Gold 2010 model,
Automatic Transmission with panoramic roof,
Accident..."
Hyundai Accent SE 2013 White,"_ 9,500,000",Foreign Used,Hyundai accent sedan 2013 tokunbo
Mercedes-Benz C250 2013 White,"_ 13,500,000",Foreign Used,"Mercedes Benz C250 4matic 2013,
Full option,
__ Accident free,
Low mileage,
Low fuel consumption,
No..."
Hyundai Sonata 2013 Gray,"_ 13,500,000",Foreign Used,"Hyundai Sonata Limited 2013,
 Panoramic roof,
Keyless,
Accident free,
Factory navigation,
No..."
Mercedes-Benz S-Class S 500 4MATIC L (V222) 2015 Black,"_ 65,300,000",Foreign Used,Mercedes-Benz S550 black on black
Honda Accord 2007 Gray,"_ 3,350,000",Local Used,">>2007 Honda Accord,
>>Fabrics interiors,
>>Engine and Gear good,
>>A/C is working,
>>All papers..."
Toyota Camry 2013 Gray,"_ 14,560,000",Foreign Used,
Toyota Camry 2013 White,"_ 10,000,000",Local Used,"Nothing to fix
XLE 
Clean 
Accident free 
Buy and enjoy"
Honda Accord 2022 White,"_ 28,300,000",Local Used,Barely Driven Honda Accord 2022 Model With Thumb Start Ignition Gear Button 2023 Registered First...
Lexus ES 2012 Silver,"_ 14,800,000",Foreign Used,Lexus ES350 Luxury car extremely clean 100%Accident free New arrival foreign used with...
Toyota Camry 2007 Black,"_ 9,000,000",Foreign Used,Toyota Camry 2007 model CD player drive and go no fault...
Toyota Sienna XLE 2008 White,"_ 9,500,000",Foreign Used,"Foreign used Toyota sienna Xle (08) total accident free, first body, engine 100%, gear selection..."
Toyota Corolla 2005 White,"_ 7,400,000",Foreign Used,"Cash needed 
2024 Entry 
Everything is working perfectly fine 
Buy and drive"
Toyota Sienna CE & 1 hatch 2000 Gold,"_ 2,980,000",Local Used,Super Clean and sharp Nigerian used 2001 Toyota Sienna CE Automatic transmission Toks standard First...
Lexus ES 330 2006 Black,"_ 8,050,000",Foreign Used,Foreign use 2006 Lexus es330
Land Rover Range Rover Evoque 2014 Blue,"_ 13,800,000",Local Used,"Super Clean Rage rover Evoque, Nothing to fix. Great Economy and Excellent Condition"
Toyota Camry 2012 Black,"_ 13,200,000",Foreign Used,"Foreign used, accident Free, buy and drive with original custom paper"
Toyota Corolla 2012 Gray,"_ 10,950,000",Foreign Used,"Super Clean Foreign Used Toyota Corolla 2012 model on Distress Sale, absolutely nothing to fix, just..."
Ford Edge 2010 Black,"_ 4,500,000",Local Used,"Clean used 
Nothing to fix 
Buy and drive"
Toyota Land Cruiser Prado 4.0 V6 Dual VVT-i 2015 Black,"_ 56,000,000",Foreign Used,Toyota land cruiser prado 2015 full option navigation system revised camera factory fitted air...
Toyota Highlander 2015 Burgundy,"_ 31,000,000",Foreign Used,"2015 Toyota Highlander Super clean accident free 
Nothing to Fix 
Custom duty Paid"
Lexus RX 350 AWD 2009 Beige,"_ 10,500,000",Foreign Used,"Tincan clearing,duty paid, navigation system, reverse camera,power booth,alloy wheels,good custom..."
Toyota Corolla 2007 Blue,"_ 4,600,000",Local Used,"Briefly used 2007 Corolla 
Engine and gear are toks and untouched 
Clean interior 
Perfect"
Mercedes-Benz C300 2016 Silver,"_ 30,000,000",Foreign Used,Direct Belgium c300 everything working perfectly
Toyota Sequoia 2005 White,"_ 7,200,000",Local Used,A direct Belgium standard Toyota Sequoia 2005 in a very very perfect condition with original...
Land Rover Range Rover 2014 White,"_ 55,000,000",Local Used,"Clean range rover 2014 supercharged autobiography
•Sound Engine & Gear
•Powerful Cooling AC
•Clean..."
Toyota Corolla 2020 White,"_ 25,500,000",Foreign Used,"Foreign used Toyota Corolla 2020model.cleantitles, Accident free, factory fitted ac and smoothly..."
Toyota Sienna LE 2008 Red,"_ 10,000,000",Foreign Used,"Toyota sienna Le 2008 tokunbo firstbody accident free
New arrival
Very clean interior and..."
Toyota Yaris 1.3 1999 Black,"_ 4,500,000",Foreign Used,"Toyota yaris 1999 model 
manual transmission,sound engine and gear ... 
No Ac 
pure first body ......"
Toyota Camry 2013 Black,"_ 12,500,000",Foreign Used,"Lagos cleared, duty fully paid, navigation system, reserve camera, bluetooth, dvd, leather seats,..."
Toyota Allex 2016 Gray,"_ 22,000,000",Foreign Used,"Very sharp and super clean
With full duty paid... Just buy and drive"
Chrysler PT Cruiser 2007 Blue,"_ 3,700,000",Local Used,"Bought brand new 
Still as clean direct Belgium 
Everything is intact"
Lexus LX 570 AWD 2018 White,"_ 107,000,000",Foreign Used,"Absolutely in prestigious condition. Accident free,duty paid. Absolutely buy and drive"
Mercedes-Benz GLC-Class 2018 White,"_ 50,000,000",Local Used,2018 GLC 300 MERCEDES BENZ Still very clean well maintained selling because of upgrading Comes with...
Toyota Highlander 2018 White,"_ 28,500,000",Foreign Used,"_Toyota Highlander 
 2018 model :: Foreign Used 
Accident free everything is working perfectly..."
Mercedes-Benz GLE-Class 2017 Black,"_ 42,000,000",Foreign Used,"Extremely clean and sharp, full options, cleared in Lagos with very good duties paid."
Mercedes-Benz M Class ML 350 4Matic 2013 Gray,"_ 25,000,000",Foreign Used,"Very clean mercedes benz ml 350 2015 model,colour gray,accident free,first body,no dent,working..."
Mercedes-Benz GLE-Class AMG GLE 63 S 4MATIC 2021 Black,"_ 248,000,000",Foreign Used,Super clean foreign used 2021 gle 63s Black Accident free custom duty Fully paid  just buy and drive
Toyota Tacoma 2015 Gray,"_ 23,500,000",Foreign Used,"Newly arrival of Toyota Tacoma 2015 model grey color,
Automatic transmission,fabric seats 
Accident..."
Ford Explorer 2012 Silver,"_ 12,500,000",Foreign Used,Super clean foreign used 2012 explorer in pristine condition. Absolutely nothing to fix abd accident...
Honda Pilot EX-L 4x4 (3.5L 6cyl 5A) 2006 Gray,"_ 3,950,000",Local Used,Toks standard honda pilot 2006 buy and drive nothing to fix accident free painted on fristbody with...
Mercedes-Benz M Class ML 350 4Matic 2013 Gray,"_ 28,000,000",Foreign Used,"Extremely clean first body
Sound engine and gear
Low millage
Duty fully paid"
Lexus RX 350 2010 Red,"_ 20,000,000",Foreign Used,"Newly cleared Lexus rx350 with no accident history, engine transmission and ac all in good..."
Land Rover Range Rover Velar P380 S 4x4 2018 Black,"_ 76,500,000",Foreign Used,"Fresh off the boat  
2018 Range Rover velar p380
*Kindly call or message me on Whatsapp as i am..."
Toyota Fortuner 2016 Black,"_ 33,000,000",Foreign Used,"Toyota Fortuner 2016model,toks,accident free ,car is in perfect condition"
Toyota Sienna 2013 Gray,"_ 16,300,000",Foreign Used,"Well recommended for every family, neat and very good performance, roof DVD, double powered doors..."
Toyota Camry 2019 Black,"_ 29,000,000",Foreign Used,New entry Toyota Camry 2019 engine gear ac working well
Honda Pilot EX 4x4 (3.5L 6cyl 5A) 2005 Silver,"_ 4,000,000",Local Used,Very clean used accord buy and drive condition engine and gear
